<rne_pdf>
@   idx          name                   axis       1              2             3              4             5             6             7            8             9            10             11            12            13             14             15            16            17            18             19           20            21            22             23            24             25            26             27            28            29             30             31            32             33            34            35             36            37            38            39             40             41            42            43             44            45            46             47            48            49            50            51             52            53            54            55            56            57            58            59             60            61            62            63             64           65            66            67             68             69            70            71             72            73            74            75           76              77            78            79            80            81             82            83            84             85             86             87           88            89           90           91             92           93            94            95           96            97            98            99            100           
#   65           迤资电厂               y_axis     275.00001      0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000       0.00000      0.00000        0.00000       0.00000       1054.16671     0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       1879.16675     0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.00000       0.00000       3597.91682     0.00000       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       2910.41679     0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000       275.00001     0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        481.25002      0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       389.58335     0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000        0.00000      0.00000       68.75000     0.00000      0.00000        0.00000      0.00000       0.00000       0.00000      0.00000       0.00000       0.00000       0.00000       68.75000      
#   66           普渡河六级电厂         x_axis     0.00000        0.00959       0.01917        0.02876       0.03834       0.04793       0.05752      0.06710       0.07669      0.08627        0.09586       0.10544       0.11503        0.12462        0.13420       0.14379       0.15337       0.16296        0.17255      0.18213       0.19172       0.20130        0.21089       0.22047        0.23006       0.23965        0.24923       0.25882       0.26840        0.27799        0.28758       0.29716        0.30675       0.31633       0.32592        0.33551       0.34509       0.35468       0.36426        0.37385        0.38343       0.39302       0.40261        0.41219       0.42178       0.43136        0.44095       0.45054       0.46012       0.46971       0.47929        0.48888       0.49846       0.50805       0.51764       0.52722       0.53681       0.54639       0.55598        0.56557       0.57515       0.58474       0.59432        0.60391      0.61349       0.62308       0.63267        0.64225        0.65184       0.66142       0.67101        0.68060       0.69018       0.69977       0.70935      0.71894         0.72853       0.73811       0.74770       0.75728       0.76687        0.77645       0.78604       0.79563        0.80521        0.81480        0.82438      0.83397       0.84356      0.85314      0.86273        0.87231      0.88190       0.89148       0.90107      0.91066       0.92024       0.92983       0.93941       0.94900       
#   66           普渡河六级电厂         y_axis     15.43072       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000       0.00000      0.00000        0.00000       0.21733       0.00000        0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.21733       43.03214      31.51344       0.43467       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000        0.21733       0.00000       0.00000       0.00000        0.00000      0.21733       2.39067       10.21470       0.21733        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000        0.00000      0.00000       0.00000      0.00000      0.00000        0.00000      0.00000       0.00000       0.00000      0.00000       0.00000       0.00000       0.00000       0.21733       
#   67           太平江电厂             x_axis     0.00000        0.01173       0.02345        0.03518       0.04691       0.05864       0.07036      0.08209       0.09382      0.10555        0.11727       0.12900       0.14073        0.15245        0.16418       0.17591       0.18764       0.19936        0.21109      0.22282       0.23455       0.24627        0.25800       0.26973        0.28145       0.29318        0.30491       0.31664       0.32836        0.34009        0.35182       0.36355        0.37527       0.38700       0.39873        0.41045       0.42218       0.43391       0.44564        0.45736        0.46909       0.48082       0.49255        0.50427       0.51600       0.52773        0.53945       0.55118       0.56291       0.57464       0.58636        0.59809       0.60982       0.62155       0.63327       0.64500       0.65673       0.66845       0.68018        0.69191       0.70364       0.71536       0.72709        0.73882      0.75055       0.76227       0.77400        0.78573        0.79745       0.80918       0.82091        0.83264       0.84436       0.85609       0.86782      0.87955         0.89127       0.90300       0.91473       0.92645       0.93818        0.94991       0.96164       0.97336        0.98509        0.99682        1.00855      1.02027       1.03200      1.04373      1.05545        1.06718      1.07891       1.09064       1.10236      1.11409       1.12582       1.13755       1.14927       1.16100       
#   67           太平江电厂             y_axis     0.17765        0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000       0.00000      0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.17765        0.17765       0.00000       0.17765       0.35530       0.00000        1.95413       2.66473       11.19186      2.30943       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.88824       10.30362       4.44121      4.61886       4.79651       0.71059        0.88824        1.59884       0.88824       2.48708        1.06589       1.95413       0.53295       0.35530      0.53295         0.17765       0.88824       4.26357       1.59884       1.59884        3.02003       1.77649       1.59884        2.66473        0.17765        4.79651      1.59884       0.71059      0.53295      0.17765        0.00000      0.00000       0.00000       0.00000      0.17765       2.48708       0.88824       0.35530       0.53295       
#   68           三江口电厂             x_axis     0.00000        0.01012       0.02024        0.03036       0.04048       0.05061       0.06073      0.07085       0.08097      0.09109        0.10121       0.11133       0.12145        0.13158        0.14170       0.15182       0.16194       0.17206        0.18218      0.19230       0.20242       0.21255        0.22267       0.23279        0.24291       0.25303        0.26315       0.27327       0.28339        0.29352        0.30364       0.31376        0.32388       0.33400       0.34412        0.35424       0.36436       0.37448       0.38461        0.39473        0.40485       0.41497       0.42509        0.43521       0.44533       0.45545        0.46558       0.47570       0.48582       0.49594       0.50606        0.51618       0.52630       0.53642       0.54655       0.55667       0.56679       0.57691       0.58703        0.59715       0.60727       0.61739       0.62752        0.63764      0.64776       0.65788       0.66800        0.67812        0.68824       0.69836       0.70848        0.71861       0.72873       0.73885       0.74897      0.75909         0.76921       0.77933       0.78945       0.79958       0.80970        0.81982       0.82994       0.84006        0.85018        0.86030        0.87042      0.88055       0.89067      0.90079      0.91091        0.92103      0.93115       0.94127       0.95139      0.96152       0.97164       0.98176       0.99188       1.00200       
#   68           三江口电厂             y_axis     51.45958       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000       0.00000      0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       0.00000        0.20584       0.00000       0.00000        0.00000        0.00000       0.00000        0.41168       6.38099       8.23353        1.44087       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       9.46856        8.64521        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000        0.00000      0.00000       0.00000      0.00000      0.00000        0.00000      0.00000       0.00000       0.00000      0.20584       0.41168       0.00000       6.17515       5.76347       
#   69           威远江电厂             x_axis     0.00000        0.00201       0.00402        0.00603       0.00804       0.01005       0.01206      0.01407       0.01608      0.01809        0.02010       0.02211       0.02412        0.02613        0.02814       0.03015       0.03216       0.03417        0.03618      0.03819       0.04020       0.04221        0.04422       0.04623        0.04824       0.05025        0.05226       0.05427       0.05628        0.05829        0.06030       0.06231        0.06432       0.06633       0.06834        0.07035       0.07236       0.07437       0.07638        0.07839        0.08040       0.08241       0.08442        0.08643       0.08844       0.09045        0.09246       0.09447       0.09648       0.09849       0.10051        0.10252       0.10453       0.10654       0.10855       0.11056       0.11257       0.11458       0.11659        0.11860       0.12061       0.12262       0.12463        0.12664      0.12865       0.13066       0.13267        0.13468        0.13669       0.13870       0.14071        0.14272       0.14473       0.14674       0.14875      0.15076         0.15277       0.15478       0.15679       0.15880       0.16081        0.16282       0.16483       0.16684        0.16885        0.17086        0.17287      0.17488       0.17689      0.17890      0.18091        0.18292      0.18493       0.18694       0.18895      0.19096       0.19297       0.19498       0.19699       0.19900       
#   69           威远江电厂             y_axis     313.00251      0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000       0.00000      0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        1.03643        0.00000      0.00000       0.00000      1.03643      1.03643        14.51005     34.20226      29.02010      30.05653     32.12940      23.83794      11.40075      4.14573       2.07286       
#   70           云投光伏电厂           x_axis     -0.00500       0.00048       0.00597        0.01145       0.01694       0.02242       0.02791      0.03339       0.03888      0.04436        0.04985       0.05533       0.06082        0.06630        0.07179       0.07727       0.08276       0.08824        0.09373      0.09921       0.10470       0.11018        0.11567       0.12115        0.12664       0.13212        0.13761       0.14309       0.14858        0.15406        0.15955       0.16503        0.17052       0.17600       0.18148        0.18697       0.19245       0.19794       0.20342        0.20891        0.21439       0.21988       0.22536        0.23085       0.23633       0.24182        0.24730       0.25279       0.25827       0.26376       0.26924        0.27473       0.28021       0.28570       0.29118       0.29667       0.30215       0.30764       0.31312        0.31861       0.32409       0.32958       0.33506        0.34055      0.34603       0.35152       0.35700        0.36248        0.36797       0.37345       0.37894        0.38442       0.38991       0.39539       0.40088      0.40636         0.41185       0.41733       0.42282       0.42830       0.43379        0.43927       0.44476       0.45024        0.45573        0.46121        0.46670      0.47218       0.47767      0.48315      0.48864        0.49412      0.49961       0.50509       0.51058      0.51606       0.52155       0.52703       0.53252       0.53800       
#   70           云投光伏电厂           y_axis     0.37983        105.21409     2.65884        1.51934       1.89917       3.41851       1.51934      0.75967       1.13950      2.27901        0.75967       1.89917       1.51934        1.51934        1.13950       1.89917       0.37983       1.51934        0.75967      0.37983       0.00000       1.51934        1.13950       0.75967        0.75967       0.37983        1.13950       1.13950       0.37983        1.13950        0.37983       0.37983        0.37983       1.13950       0.75967        0.75967       0.37983       0.37983       1.13950        0.37983        0.37983       0.00000       0.00000        0.75967       0.00000       0.00000        0.37983       0.75967       0.37983       0.37983       1.13950        0.00000       0.00000       0.00000       0.75967       0.37983       0.75967       0.00000       0.00000        0.37983       0.37983       0.00000       1.13950        0.00000      0.00000       0.37983       0.75967        0.75967        0.75967       0.75967       0.00000        1.51934       1.13950       0.37983       0.37983      0.75967         0.00000       1.13950       0.00000       0.37983       1.13950        0.37983       0.75967       1.13950        0.00000        0.37983        1.13950      0.37983       0.37983      0.37983      0.00000        1.13950      1.51934       2.27901       2.27901      1.51934       0.37983       2.27901       0.00000       0.75967       
#   71           江边电厂               x_axis     0.08600        0.08740       0.08881        0.09021       0.09162       0.09302       0.09442      0.09583       0.09723      0.09864        0.10004       0.10144       0.10285        0.10425        0.10566       0.10706       0.10846       0.10987        0.11127      0.11268       0.11408       0.11548        0.11689       0.11829        0.11970       0.12110        0.12251       0.12391       0.12531        0.12672        0.12812       0.12953        0.13093       0.13233       0.13374        0.13514       0.13655       0.13795       0.13935        0.14076        0.14216       0.14357       0.14497        0.14637       0.14778       0.14918        0.15059       0.15199       0.15339       0.15480       0.15620        0.15761       0.15901       0.16041       0.16182       0.16322       0.16463       0.16603       0.16743        0.16884       0.17024       0.17165       0.17305        0.17445      0.17586       0.17726       0.17867        0.18007        0.18147       0.18288       0.18428        0.18569       0.18709       0.18849       0.18990      0.19130         0.19271       0.19411       0.19552       0.19692       0.19832        0.19973       0.20113       0.20254        0.20394        0.20534        0.20675      0.20815       0.20956      0.21096      0.21236        0.21377      0.21517       0.21658       0.21798      0.21938       0.22079       0.22219       0.22360       0.22500       
#   71           江边电厂               y_axis     1.48381        2.96763       7.41907        26.70863      14.83813      51.93346      17.80576     14.83813      16.32194     2.96763        5.93525       1.48381       0.00000        0.00000        0.00000       0.00000       1.48381       2.96763        17.80576     1.48381       5.93525       4.45144        8.90288       22.25720       25.22482      48.96583       4.45144       8.90288       13.35432       17.80576       63.80396      29.67626       20.77338      47.48202      22.25720       20.77338      4.45144       7.41907       2.96763        1.48381        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000        0.00000      4.45144       17.80576     13.35432     50.44964       14.83813     19.28957      7.41907       5.93525      5.93525       1.48381       0.00000       0.00000       1.48381       
#   72           倮马河电厂             x_axis     0.08100        0.08136       0.08173        0.08209       0.08245       0.08282       0.08318      0.08355       0.08391      0.08427        0.08464       0.08500       0.08536        0.08573        0.08609       0.08645       0.08682       0.08718        0.08755      0.08791       0.08827       0.08864        0.08900       0.08936        0.08973       0.09009        0.09045       0.09082       0.09118        0.09155        0.09191       0.09227        0.09264       0.09300       0.09336        0.09373       0.09409       0.09445       0.09482        0.09518        0.09555       0.09591       0.09627        0.09664       0.09700       0.09736        0.09773       0.09809       0.09845       0.09882       0.09918        0.09955       0.09991       0.10027       0.10064       0.10100       0.10136       0.10173       0.10209        0.10245       0.10282       0.10318       0.10355        0.10391      0.10427       0.10464       0.10500        0.10536        0.10573       0.10609       0.10645        0.10682       0.10718       0.10755       0.10791      0.10827         0.10864       0.10900       0.10936       0.10973       0.11009        0.11045       0.11082       0.11118        0.11155        0.11191        0.11227      0.11264       0.11300      0.11336      0.11373        0.11409      0.11445       0.11482       0.11518      0.11555       0.11591       0.11627       0.11664       0.11700       
#   72           倮马河电厂             y_axis     5.72917        0.00000       0.00000        0.00000       0.00000       0.00000       5.72917      0.00000       0.00000      5.72917        0.00000       0.00000       5.72917        0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       5.72917       0.00000        0.00000       0.00000        0.00000       0.00000        0.00000       0.00000       22.91667       0.00000        0.00000       68.75000       0.00000       0.00000       40.10417       0.00000       189.06251     0.00000       0.00000        171.87501      0.00000       0.00000       309.37501      0.00000       0.00000       412.50002      0.00000       481.25002     0.00000       0.00000       217.70834      0.00000       0.00000       137.50001     0.00000       0.00000       194.79168     0.00000       286.45835      0.00000       0.00000       34.37500      0.00000        0.00000      22.91667      0.00000       22.91667       0.00000        0.00000       17.18750      0.00000        0.00000       17.18750      0.00000       0.00000      28.64583        0.00000       22.91667      0.00000       0.00000       11.45833       0.00000       0.00000       0.00000        0.00000        0.00000        5.72917      0.00000       0.00000      0.00000      0.00000        0.00000      0.00000       0.00000       0.00000      0.00000       0.00000       0.00000       0.00000       5.72917       
#   73           腾龙桥电厂             x_axis     0.08000        0.08132       0.08265        0.08397       0.08529       0.08662       0.08794      0.08926       0.09059      0.09191        0.09323       0.09456       0.09588        0.09720        0.09853       0.09985       0.10117       0.10249        0.10382      0.10514       0.10646       0.10779        0.10911       0.11043        0.11176       0.11308        0.11440       0.11573       0.11705        0.11837        0.11970       0.12102        0.12234       0.12367       0.12499        0.12631       0.12764       0.12896       0.13028        0.13161        0.13293       0.13425       0.13558        0.13690       0.13822       0.13955        0.14087       0.14219       0.14352       0.14484       0.14616        0.14748       0.14881       0.15013       0.15145       0.15278       0.15410       0.15542       0.15675        0.15807       0.15939       0.16072       0.16204        0.16336      0.16469       0.16601       0.16733        0.16866        0.16998       0.17130       0.17263        0.17395       0.17527       0.17660       0.17792      0.17924         0.18057       0.18189       0.18321       0.18454       0.18586        0.18718       0.18851       0.18983        0.19115        0.19247        0.19380      0.19512       0.19644      0.19777      0.19909        0.20041      0.20174       0.20306       0.20438      0.20571       0.20703       0.20835       0.20968       0.21100       
#   73           腾龙桥电厂             y_axis     1.57443        25.19084      56.67939       89.74237      91.31680      83.44466      85.01909     50.38168      15.74428     39.36069       62.97710      12.59542      1.57443        0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       0.00000       0.00000       0.00000        1.57443       0.00000       0.00000        0.00000        0.00000        0.00000      0.00000       0.00000      0.00000      0.00000        0.00000      0.00000       0.00000       0.00000      6.29771       67.70038      22.04199      25.19084      17.31870      
#   74           哈依河电厂             x_axis     0.02900        0.02912       0.02924        0.02936       0.02948       0.02961       0.02973      0.02985       0.02997      0.03009        0.03021       0.03033       0.03045        0.03058        0.03070       0.03082       0.03094       0.03106        0.03118      0.03130       0.03142       0.03155        0.03167       0.03179        0.03191       0.03203        0.03215       0.03227       0.03239        0.03252        0.03264       0.03276        0.03288       0.03300       0.03312        0.03324       0.03336       0.03348       0.03361        0.03373        0.03385       0.03397       0.03409        0.03421       0.03433       0.03445        0.03458       0.03470       0.03482       0.03494       0.03506        0.03518       0.03530       0.03542       0.03555       0.03567       0.03579       0.03591       0.03603        0.03615       0.03627       0.03639       0.03652        0.03664      0.03676       0.03688       0.03700        0.03712        0.03724       0.03736       0.03748        0.03761       0.03773       0.03785       0.03797      0.03809         0.03821       0.03833       0.03845       0.03858       0.03870        0.03882       0.03894       0.03906        0.03918        0.03930        0.03942      0.03955       0.03967      0.03979      0.03991        0.04003      0.04015       0.04027       0.04039      0.04052       0.04064       0.04076       0.04088       0.04100       
#   74           哈依河电厂             y_axis     51.56249       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000       0.00000      34.37499       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000       103.12498      0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       326.56245      0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.00000       274.99995     0.00000        0.00000       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       876.56236      0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       1546.87475     0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       1753.12471     0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       2870.31203     0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      103.12498       0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       189.06247      0.00000        0.00000        0.00000      0.00000       0.00000      0.00000      0.00000        51.56249     0.00000       0.00000       0.00000      0.00000       0.00000       0.00000       0.00000       68.74999      
#   75           苦木当电厂             x_axis     0.03000        0.03008       0.03016        0.03024       0.03032       0.03040       0.03048      0.03057       0.03065      0.03073        0.03081       0.03089       0.03097        0.03105        0.03113       0.03121       0.03129       0.03137        0.03145      0.03154       0.03162       0.03170        0.03178       0.03186        0.03194       0.03202        0.03210       0.03218       0.03226        0.03234        0.03242       0.03251        0.03259       0.03267       0.03275        0.03283       0.03291       0.03299       0.03307        0.03315        0.03323       0.03331       0.03339        0.03347       0.03356       0.03364        0.03372       0.03380       0.03388       0.03396       0.03404        0.03412       0.03420       0.03428       0.03436       0.03444       0.03453       0.03461       0.03469        0.03477       0.03485       0.03493       0.03501        0.03509      0.03517       0.03525       0.03533        0.03541        0.03549       0.03558       0.03566        0.03574       0.03582       0.03590       0.03598      0.03606         0.03614       0.03622       0.03630       0.03638       0.03646        0.03655       0.03663       0.03671        0.03679        0.03687        0.03695      0.03703       0.03711      0.03719      0.03727        0.03735      0.03743       0.03752       0.03760      0.03768       0.03776       0.03784       0.03792       0.03800       
#   75           苦木当电厂             y_axis     103.12501      0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000       0.00000      0.00000        0.00000       0.00000       0.00000        3764.06276     0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       2784.37519     0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       3454.68774     0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       2139.84390     0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       77.34376       0.00000      0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000        0.00000      25.78125      0.00000      0.00000      0.00000        0.00000      0.00000       0.00000       0.00000      0.00000       0.00000       0.00000       0.00000       25.78125      
#   76           罗平山电厂             x_axis     -0.00200       0.00145       0.00491        0.00836       0.01182       0.01527       0.01873      0.02218       0.02564      0.02909        0.03255       0.03600       0.03945        0.04291        0.04636       0.04982       0.05327       0.05673        0.06018      0.06364       0.06709       0.07055        0.07400       0.07745        0.08091       0.08436        0.08782       0.09127       0.09473        0.09818        0.10164       0.10509        0.10855       0.11200       0.11545        0.11891       0.12236       0.12582       0.12927        0.13273        0.13618       0.13964       0.14309        0.14655       0.15000       0.15345        0.15691       0.16036       0.16382       0.16727       0.17073        0.17418       0.17764       0.18109       0.18455       0.18800       0.19145       0.19491       0.19836        0.20182       0.20527       0.20873       0.21218        0.21564      0.21909       0.22255       0.22600        0.22945        0.23291       0.23636       0.23982        0.24327       0.24673       0.25018       0.25364      0.25709         0.26055       0.26400       0.26745       0.27091       0.27436        0.27782       0.28127       0.28473        0.28818        0.29164        0.29509      0.29855       0.30200      0.30545      0.30891        0.31236      0.31582       0.31927       0.32273      0.32618       0.32964       0.33309       0.33655       0.34000       
#   76           罗平山电厂             y_axis     0.60307        7.83991       3.61842        3.01535       0.00000       0.00000       0.60307      0.60307       0.00000      1.80921        1.80921       1.80921       0.60307        2.41228        1.20614       3.01535       3.01535       3.01535        6.03070      7.83991       4.82456       2.41228        3.01535       1.80921        3.01535       1.20614        3.01535       2.41228       0.60307        0.60307        1.20614       3.01535        1.20614       2.41228       3.01535        0.60307       2.41228       3.01535       2.41228        2.41228        2.41228       1.80921       3.61842        4.22149       4.22149       4.82456        3.61842       7.83991       4.22149       3.61842       1.20614        4.82456       2.41228       6.03070       1.80921       3.61842       2.41228       3.61842       1.80921        1.80921       3.01535       3.61842       3.61842        4.82456      6.63377       5.42763       6.03070        3.01535        1.20614       4.82456       3.01535        4.82456       2.41228       3.01535       3.01535      4.22149         3.61842       1.80921       0.60307       3.01535       5.42763        6.03070       5.42763       5.42763        4.22149        3.61842        2.41228      4.22149       3.01535      1.80921      4.22149        0.60307      0.60307       1.80921       1.80921      0.60307       0.60307       1.20614       0.00000       1.20614       
#   77           苏家河口电厂           x_axis     0.78000        0.79311       0.80622        0.81933       0.83244       0.84556       0.85867      0.87178       0.88489      0.89800        0.91111       0.92422       0.93733        0.95044        0.96356       0.97667       0.98978       1.00289        1.01600      1.02911       1.04222       1.05533        1.06844       1.08156        1.09467       1.10778        1.12089       1.13400       1.14711        1.16022        1.17333       1.18644        1.19956       1.21267       1.22578        1.23889       1.25200       1.26511       1.27822        1.29133        1.30444       1.31756       1.33067        1.34378       1.35689       1.37000        1.38311       1.39622       1.40933       1.42244       1.43556        1.44867       1.46178       1.47489       1.48800       1.50111       1.51422       1.52733       1.54044        1.55356       1.56667       1.57978       1.59289        1.60600      1.61911       1.63222       1.64533        1.65844        1.67156       1.68467       1.69778        1.71089       1.72400       1.73711       1.75022      1.76333         1.77644       1.78956       1.80267       1.81578       1.82889        1.84200       1.85511       1.86822        1.88133        1.89444        1.90756      1.92067       1.93378      1.94689      1.96000        1.97311      1.98622       1.99933       2.01244      2.02556       2.03867       2.05178       2.06489       2.07800       
#   77           苏家河口电厂           y_axis     0.15890        1.58898       12.07627       5.56144       0.00000       0.00000       0.00000      0.00000       0.00000      0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000       0.00000        0.00000      0.00000       0.00000       0.00000        0.00000       0.00000        0.00000       0.00000        0.00000       0.00000       0.00000        0.00000        0.00000       0.00000        0.00000       0.47669       0.00000        0.00000       0.00000       0.00000       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000       0.00000        0.15890       0.00000       0.31780       4.44915        21.61017     14.93644      0.95339       0.00000        0.00000        0.00000       0.00000       0.00000        0.00000       0.00000       0.00000       0.00000      0.00000         0.00000       0.00000       0.00000       0.00000       0.00000        0.00000       0.00000       0.00000        0.15890        0.00000        0.00000      0.15890       0.00000      0.00000      0.00000        0.79449      0.31780       1.27119       0.47669      1.90678       4.13136       0.00000       1.43008       3.33686       
#   78           松山河口电厂           x_axis     0.39900        0.40625       0.41351        0.42076       0.42801       0.43526       0.44252      0.44977       0.45702      0.46427        0.47153       0.47878       0.48603        0.49328        0.50054       0.50779       0.51504       0.52229        0.52955      0.53680       0.54405       0.55130        0.55856       0.56581        0.57306       0.58031        0.58757       0.59482       0.60207        0.60932        0.61658       0.62383        0.63108       0.63833       0.64559        0.65284       0.66009       0.66734       0.67460        0.68185        0.68910       0.69635       0.70361        0.71086       0.71811       0.72536        0.73262       0.73987       0.74712       0.75437       0.76163        0.76888       0.77613       0.78338       0.79064       0.79789       0.80514       0.81239       0.81965        0.82690       0.83415       0.84140       0.84866        0.85591      0.86316       0.87041       0.87767        0.88492        0.89217       0.89942       0.90668        0.91393       0.92118       0.92843       0.93569      0.94294         0.95019       0.95744       0.96470       0.97195       0.97920        0.98645       0.99371       1.00096        1.00821        1.01546        1.02272      1.02997       1.03722      1.04447      1.05173        1.05898      1.06623       1.07348       1.08074      1.08799       1.09524       1.10249       1.10975       1.11700       
