<rne_day_ass>
@   idx                    name                type         1           2           3           4           5           6           7           8           9           10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          
#   139                    宣威电厂.#7机       pmin         0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     
#   139                    宣威电厂.#7机       pup          0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     
#   139                    宣威电厂.#7机       pdn          0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     
#   140                    支锅山风电厂        pmax         0.85322     0.86623     0.87924     0.89225     0.90634     0.90733     0.84552     0.85126     0.80962     0.79890     0.77440     0.78054     0.81194     0.79475     0.75791     0.79559     0.74432     0.74536     0.72065     0.73012     0.72383     0.75414     0.79874     0.85232     0.91452     0.92138     0.90708     0.89277     0.87508     0.85399     0.83291     0.81182     0.78793     0.76122     0.73451     0.70780     0.68285     0.65968     0.63650     0.61333     0.59917     0.59403     0.58888     0.58374     0.58630     0.59657     0.60683     0.61710     0.63220     0.65215     0.67210     0.69205     0.70805     0.72010     0.73215     0.74420     0.75023     0.75023     0.75023     0.75023     0.74566     0.73652     0.72739     0.71825     0.70460     0.68644     0.66827     0.65011     0.63395     0.61978     0.60561     0.59144     0.59033     0.60229     0.61425     0.62621     0.64678     0.67596     0.70515     0.73433     0.75925     0.77991     0.80056     0.82122     0.83543     0.84320     0.85096     0.85873     0.86193     0.86056     0.85919     0.85782     0.85680     0.85611     0.85542     0.85473     
#   140                    支锅山风电厂        pmin         0.19288     0.21886     0.22388     0.22932     0.20609     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.24717     0.22837     0.22396     0.21270     0.20517     0.19529     0.18607     0.19304     0.18727     0.16341     0.15602     0.15362     0.14639     0.13463     0.12540     0.11972     0.11782     0.11576     0.11375     0.11476     0.11912     0.12577     0.12661     0.12784     0.13751     0.14524     0.15377     0.15904     0.16712     0.17066     0.16994     0.17009     0.16872     0.17038     0.17038     0.16878     0.16588     0.16346     0.16103     0.15356     0.15441     0.14715     0.13779     0.13371     0.12963     0.12459     0.11896     0.11839     0.12217     0.12644     0.12928     0.13670     0.14680     0.15754     0.16955     0.17863     0.18979     0.20305     0.20836     0.20932     0.21332     0.21208     0.21781     0.22641     0.22767     0.22346     0.22829     0.22466     0.22484     0.21900     0.18899     
#   140                    支锅山风电厂        pup          0.85325     0.86626     0.87927     0.89228     0.90637     0.92155     0.93672     0.95190     0.96304     0.97013     0.97723     0.98432     0.98926     0.99000     0.99000     0.99000     0.99000     0.99000     0.98787     0.98343     0.97642     0.96683     0.95725     0.94766     0.93572     0.92141     0.90711     0.89280     0.87511     0.85402     0.83294     0.81185     0.78796     0.76125     0.73454     0.70783     0.68288     0.65971     0.63653     0.61336     0.59920     0.59406     0.58891     0.58377     0.58633     0.59660     0.60686     0.61713     0.63223     0.65218     0.67213     0.69208     0.70808     0.72013     0.73218     0.74423     0.75026     0.75026     0.75026     0.75026     0.74569     0.73655     0.72742     0.71828     0.70463     0.68647     0.66830     0.65014     0.63398     0.61981     0.60564     0.59147     0.59036     0.60232     0.61428     0.62624     0.64681     0.67599     0.70518     0.73436     0.75928     0.77994     0.80059     0.82125     0.83546     0.84323     0.85099     0.85876     0.86196     0.86059     0.85922     0.85785     0.85683     0.85614     0.85545     0.85476     
#   140                    支锅山风电厂        pdn          0.62441     0.63742     0.65043     0.66344     0.67753     0.69271     0.70788     0.72306     0.73420     0.74129     0.74839     0.75548     0.76042     0.76319     0.76597     0.76874     0.76791     0.76347     0.75903     0.75459     0.74758     0.73799     0.72841     0.71882     0.70688     0.69257     0.67827     0.66396     0.64627     0.62518     0.60410     0.58301     0.55912     0.53241     0.50570     0.47899     0.45404     0.43087     0.40769     0.38452     0.37036     0.36522     0.36007     0.35493     0.35749     0.36776     0.37802     0.38829     0.40339     0.42334     0.44329     0.46324     0.47924     0.49129     0.50334     0.51539     0.52142     0.52142     0.52142     0.52142     0.51685     0.50771     0.49858     0.48944     0.47579     0.45763     0.43946     0.42130     0.40514     0.39097     0.37680     0.36263     0.36152     0.37348     0.38544     0.39740     0.41797     0.44715     0.47634     0.50552     0.53044     0.55110     0.57175     0.59241     0.60662     0.61439     0.62215     0.62992     0.63312     0.63175     0.63038     0.62901     0.62799     0.62730     0.62661     0.62592     
#   200                    五子坡风电厂        pmax         1.05947     1.06907     1.07687     1.09127     1.09128     1.06822     0.91320     0.89996     0.79012     0.74664     0.68087     0.67369     0.72877     0.69144     0.60826     0.68670     0.57380     0.56776     0.52077     0.54191     0.54342     0.61686     0.72022     0.84139     0.98608     1.02078     1.01087     1.00067     0.98967     0.97797     0.95257     0.94007     0.92687     0.89917     0.86897     0.82077     0.75548     0.70428     0.65178     0.61618     0.58188     0.56498     0.56498     0.53238     0.54868     0.54868     0.56498     0.58188     0.59928     0.63378     0.66878     0.68648     0.72248     0.73958     0.77258     0.78897     0.80437     0.82077     0.85347     0.86897     0.88457     0.89917     0.92687     0.92687     0.95257     0.95257     0.96517     0.97797     0.98967     0.98967     1.01087     1.03017     1.05947     1.06907     1.07687     1.08507     1.09777     1.10937     1.11397     1.11937     1.11937     1.12447     1.12857     1.12447     1.12447     1.12857     1.12857     1.12857     1.12857     1.12857     1.13277     1.13667     1.13277     1.13277     1.13277     1.13277     
#   200                    五子坡风电厂        pmin         0.31487     0.38825     0.39404     0.40235     0.34733     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.36469     0.34342     0.34383     0.33119     0.32506     0.30890     0.29908     0.32030     0.31183     0.28573     0.26338     0.24296     0.22375     0.19435     0.17781     0.16454     0.15761     0.15644     0.14281     0.14859     0.15038     0.16114     0.16658     0.16791     0.18068     0.19727     0.20650     0.22579     0.23213     0.24236     0.25027     0.25582     0.25906     0.27638     0.28439     0.29260     0.30136     0.31792     0.31698     0.32757     0.34515     0.34726     0.35329     0.36327     0.36810     0.38841     0.40009     0.41421     0.40976     0.41362     0.41362     0.42231     0.42724     0.42934     0.43439     0.43150     0.43892     0.44898     0.44154     0.43355     0.43440     0.43171     0.43486     0.43529     0.44008     0.44727     0.45143     0.43892     0.44008     0.42888     0.33470     
#   200                    五子坡风电厂        pup          1.05950     1.06910     1.07690     1.09130     1.09130     1.09780     1.10300     1.10940     1.10940     1.10300     1.10300     1.09780     1.09780     1.09780     1.09130     1.09130     1.08510     1.07690     1.07690     1.06910     1.06910     1.05950     1.05010     1.03980     1.03020     1.02080     1.01090     1.00070     0.98970     0.97800     0.95260     0.94010     0.92690     0.89920     0.86900     0.82080     0.75550     0.70430     0.65180     0.61620     0.58190     0.56500     0.56500     0.53240     0.54870     0.54870     0.56500     0.58190     0.59930     0.63380     0.66880     0.68650     0.72250     0.73960     0.77260     0.78900     0.80440     0.82080     0.85350     0.86900     0.88460     0.89920     0.92690     0.92690     0.95260     0.95260     0.96520     0.97800     0.98970     0.98970     1.01090     1.03020     1.05950     1.06910     1.07690     1.08510     1.09780     1.10940     1.11400     1.11940     1.11940     1.12450     1.12860     1.12450     1.12450     1.12860     1.12860     1.12860     1.12860     1.12860     1.13280     1.13670     1.13280     1.13280     1.13280     1.13280     
#   200                    五子坡风电厂        pdn          1.05950     1.06910     1.07690     1.09130     1.09130     1.09780     1.10300     1.10940     1.10940     1.10300     1.10300     1.09780     1.09780     1.09780     1.09130     1.09130     1.08510     1.07690     1.07690     1.06910     1.06910     1.05950     1.05010     1.03980     1.03020     1.02080     1.01090     1.00070     0.98970     0.97800     0.95260     0.94010     0.92690     0.89920     0.86900     0.82080     0.75550     0.70430     0.65180     0.61620     0.58190     0.56500     0.56500     0.53240     0.54870     0.54870     0.56500     0.58190     0.59930     0.63380     0.66880     0.68650     0.72250     0.73960     0.77260     0.78900     0.80440     0.82080     0.85350     0.86900     0.88460     0.89920     0.92690     0.92690     0.95260     0.95260     0.96520     0.97800     0.98970     0.98970     1.01090     1.03020     1.05950     1.06910     1.07690     1.08510     1.09780     1.10940     1.11400     1.11940     1.11940     1.12450     1.12860     1.12450     1.12450     1.12860     1.12860     1.12860     1.12860     1.12860     1.13280     1.13670     1.13280     1.13280     1.13280     1.13280     
#   212                    石蒲塘风电厂        pmax         0.49498     0.49498     0.49498     0.49498     0.49498     0.48079     0.40380     0.39436     0.34159     0.32377     0.29217     0.29122     0.31768     0.29975     0.26291     0.30059     0.24932     0.25036     0.22778     0.24169     0.24241     0.28232     0.33649     0.39967     0.47380     0.49498     0.49498     0.49498     0.48784     0.47824     0.46614     0.45404     0.44205     0.42985     0.41745     0.40505     0.39275     0.37875     0.36305     0.34735     0.33175     0.32205     0.31845     0.31485     0.31115     0.31185     0.31675     0.32165     0.32655     0.33465     0.34595     0.35735     0.36865     0.38185     0.39715     0.41235     0.42755     0.44205     0.45595     0.46975     0.48364     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     
#   212                    石蒲塘风电厂        pmin         0.12008     0.13115     0.13050     0.12966     0.11855     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.12384     0.11865     0.11801     0.11448     0.11177     0.10758     0.10380     0.10582     0.10223     0.09745     0.09333     0.08866     0.08362     0.07753     0.07258     0.06746     0.06483     0.06395     0.06289     0.06208     0.06215     0.06337     0.06567     0.06749     0.06989     0.07398     0.07761     0.08117     0.08454     0.08941     0.09535     0.10125     0.10524     0.10991     0.11437     0.11902     0.12363     0.12712     0.13005     0.13198     0.13730     0.13697     0.13682     0.13824     0.13861     0.13835     0.13806     0.13810     0.13805     0.13875     0.13825     0.13876     0.13835     0.13784     0.13789     0.13708     0.13751     0.13834     0.13675     0.13429     0.13165     0.13377     0.13492     0.13464     0.13373     0.13447     0.13424     0.13125     0.13041     0.12773     0.11337     
#   212                    石蒲塘风电厂        pup          0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.48787     0.47827     0.46617     0.45407     0.44207     0.42987     0.41747     0.40507     0.39277     0.37877     0.36307     0.34737     0.33177     0.32207     0.31847     0.31487     0.31117     0.31187     0.31677     0.32167     0.32657     0.33467     0.34597     0.35737     0.36867     0.38187     0.39717     0.41237     0.42757     0.44207     0.45597     0.46977     0.48367     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     
#   212                    石蒲塘风电厂        pdn          0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49373     0.48903     0.48703     0.48783     0.48863     0.48933     0.48983     0.49003     0.49013     0.49033     0.49113     0.49283     0.49443     0.49500     0.49393     0.48803     0.48213     0.47633     0.46973     0.46243     0.45523     0.44793     0.43833     0.42623     0.41413     0.40213     0.38993     0.37753     0.36513     0.35283     0.33883     0.32313     0.30743     0.29183     0.28213     0.27853     0.27493     0.27123     0.27193     0.27683     0.28173     0.28663     0.29473     0.30603     0.31743     0.32873     0.34193     0.35723     0.37243     0.38763     0.40213     0.41603     0.42983     0.44373     0.45763     0.47153     0.48553     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49343     0.48943     0.48543     0.48153     0.47863     0.47703     0.47543     
#   213                    百山风电厂          pmax         0.77674     0.76937     0.76200     0.75464     0.74638     0.72301     0.63687     0.61826     0.55797     0.53427     0.49678     0.48995     0.51342     0.49540     0.45845     0.49605     0.44004     0.43171     0.39976     0.40430     0.39721     0.43087     0.47879     0.53572     0.60316     0.61720     0.61006     0.60292     0.59458     0.58503     0.57549     0.56594     0.55046     0.52904     0.50763     0.48621     0.46655     0.44864     0.43074     0.41283     0.39990     0.39193     0.38396     0.37599     0.38083     0.39846     0.41609     0.43372     0.46110     0.49824     0.53538     0.57252     0.60943     0.64611     0.68279     0.71946     0.75418     0.78694     0.81971     0.85247     0.87775     0.89554     0.91334     0.93113     0.94299     0.94892     0.95484     0.96077     0.96164     0.95745     0.95326     0.94907     0.94089     0.92874     0.91659     0.90444     0.89110     0.87658     0.86205     0.84753     0.83383     0.82094     0.80805     0.79516     0.78659     0.78234     0.77808     0.77383     0.77033     0.76759     0.76486     0.76212     0.75990     0.75820     0.75651     0.75481     
#   213                    百山风电厂          pmin         0.17371     0.19278     0.18938     0.18625     0.16241     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.13572     0.12851     0.12693     0.12274     0.11994     0.11633     0.11311     0.11555     0.10983     0.10120     0.09397     0.08685     0.08019     0.07314     0.06729     0.06281     0.06067     0.05833     0.05579     0.05770     0.06339     0.06925     0.07604     0.08474     0.09645     0.11016     0.12418     0.13968     0.15300     0.16511     0.17977     0.19187     0.20184     0.21659     0.23121     0.24288     0.25215     0.26234     0.26950     0.27390     0.29202     0.29156     0.29258     0.29621     0.29658     0.30024     0.29802     0.29023     0.27936     0.27427     0.26529     0.25919     0.25085     0.24352     0.23773     0.23020     0.22693     0.22497     0.21636     0.20760     0.20112     0.20317     0.20429     0.20367     0.20243     0.20492     0.20438     0.19840     0.19716     0.19132     0.16333     
#   213                    百山风电厂          pup          0.77677     0.76940     0.76203     0.75466     0.74640     0.73723     0.72807     0.71890     0.71138     0.70550     0.69961     0.69373     0.69074     0.69065     0.69055     0.69046     0.68572     0.67635     0.66698     0.65761     0.64980     0.64355     0.63730     0.63105     0.62436     0.61722     0.61008     0.60294     0.59460     0.58505     0.57551     0.56596     0.55048     0.52906     0.50765     0.48623     0.46657     0.44866     0.43076     0.41285     0.39992     0.39195     0.38398     0.37601     0.38085     0.39848     0.41611     0.43374     0.46112     0.49826     0.53540     0.57254     0.60945     0.64613     0.68281     0.71949     0.75421     0.78697     0.81974     0.85250     0.87778     0.89557     0.91337     0.93116     0.94302     0.94895     0.95487     0.96080     0.96167     0.95748     0.95329     0.94910     0.94092     0.92877     0.91662     0.90447     0.89113     0.87661     0.86208     0.84756     0.83386     0.82097     0.80808     0.79519     0.78662     0.78237     0.77811     0.77386     0.77036     0.76762     0.76489     0.76215     0.75993     0.75823     0.75654     0.75484     
#   213                    百山风电厂          pdn          0.59453     0.58716     0.57979     0.57242     0.56416     0.55499     0.54583     0.53666     0.52914     0.52326     0.51737     0.51149     0.50850     0.50841     0.50831     0.50822     0.50348     0.49411     0.48474     0.47537     0.46756     0.46131     0.45506     0.44881     0.44212     0.43498     0.42784     0.42070     0.41236     0.40281     0.39327     0.38372     0.36824     0.34682     0.32541     0.30399     0.28433     0.26642     0.24852     0.23061     0.21768     0.20971     0.20174     0.19377     0.19861     0.21624     0.23387     0.25150     0.27888     0.31602     0.35316     0.39030     0.42721     0.46389     0.50057     0.53725     0.57197     0.60473     0.63750     0.67026     0.69554     0.71333     0.73113     0.74892     0.76078     0.76671     0.77263     0.77856     0.77943     0.77524     0.77105     0.76686     0.75868     0.74653     0.73438     0.72223     0.70889     0.69437     0.67984     0.66532     0.65162     0.63873     0.62584     0.61295     0.60438     0.60013     0.59587     0.59162     0.58812     0.58538     0.58265     0.57991     0.57769     0.57599     0.57430     0.57260     
#   214                    朗山风电厂          pmax         0.49498     0.49498     0.49498     0.49498     0.49498     0.48079     0.40380     0.39436     0.34159     0.32377     0.29217     0.29122     0.31768     0.29975     0.26291     0.30059     0.24932     0.25036     0.22778     0.24169     0.24241     0.28232     0.33649     0.39967     0.47380     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     0.49498     
#   214                    朗山风电厂          pmin         0.12947     0.14236     0.14191     0.14114     0.12836     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.14408     0.13989     0.14137     0.14009     0.14077     0.14075     0.14088     0.15082     0.15314     0.14990     0.14942     0.15383     0.15434     0.15148     0.15077     0.15233     0.15298     0.15226     0.15194     0.15208     0.15423     0.15821     0.15667     0.15161     0.15204     0.15311     0.15380     0.15523     0.15338     0.15060     0.15067     0.14890     0.14651     0.14613     0.14544     0.14479     0.14446     0.14431     0.14334     0.14205     0.14600     0.14457     0.14329     0.14373     0.14353     0.14321     0.14288     0.14287     0.14273     0.14287     0.14179     0.14175     0.14134     0.14146     0.14215     0.14197     0.14342     0.14554     0.14500     0.14342     0.14151     0.14447     0.14649     0.14696     0.14692     0.14942     0.15049     0.14831     0.14832     0.14562     0.12866     
#   214                    朗山风电厂          pup          0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     
#   214                    朗山风电厂          pdn          0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     0.49500     
#   215                    天峰山风电场        pmax         0.91510     0.90541     0.89121     0.89121     0.89121     0.84550     0.68502     0.66534     0.54032     0.50318     0.43011     0.42273     0.47789     0.42671     0.34270     0.41366     0.29699     0.28125     0.23418     0.26317     0.26468     0.34647     0.43130     0.56300     0.71754     0.76171     0.75171     0.73981     0.72551     0.72051     0.71831     0.71561     0.69131     0.67161     0.65641     0.63041     0.61741     0.60621     0.57461     0.56331     0.53851     0.56331     0.57461     0.59341     0.61741     0.63651     0.67161     0.70381     0.71561     0.71831     0.72051     0.73981     0.73981     0.73981     0.73981     0.73981     0.73981     0.75171     0.75171     0.76171     0.77451     0.77451     0.77451     0.77451     0.76171     0.76171     0.75171     0.73981     0.72051     0.71831     0.71831     0.71831     0.71831     0.72051     0.72551     0.73981     0.73981     0.75171     0.76171     0.78981     0.79121     0.80911     0.80911     0.80911     0.79121     0.79121     0.79121     0.80911     0.81891     0.82651     0.82651     0.81891     0.81891     0.80911     0.79121     0.79121     
#   215                    天峰山风电场        pmin         0.25464     0.29952     0.29464     0.29590     0.25182     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.22769     0.21638     0.21298     0.20336     0.20285     0.20070     0.19837     0.20507     0.20198     0.18916     0.17819     0.17995     0.17616     0.15919     0.15386     0.14503     0.15516     0.15861     0.16556     0.17479     0.18540     0.20732     0.21685     0.21305     0.21399     0.21738     0.22782     0.23161     0.23016     0.22589     0.22659     0.22462     0.22603     0.22740     0.23221     0.23834     0.23948     0.24121     0.24036     0.23359     0.24551     0.23837     0.23159     0.22513     0.22460     0.22546     0.22542     0.22471     0.22470     0.22763     0.23177     0.23194     0.23612     0.24021     0.25432     0.25354     0.26496     0.26950     0.26619     0.25165     0.24722     0.24987     0.26184     0.26817     0.27092     0.27600     0.27354     0.26691     0.26205     0.24649     0.20525     
#   215                    天峰山风电场        pup          0.91513     0.90543     0.89123     0.89123     0.89123     0.87513     0.87513     0.87513     0.86013     0.86013     0.85293     0.84753     0.84753     0.83373     0.82653     0.81893     0.80913     0.79123     0.79123     0.79123     0.79123     0.78983     0.76173     0.76173     0.76173     0.76173     0.75173     0.73983     0.72553     0.72053     0.71833     0.71563     0.69133     0.67163     0.65643     0.63043     0.61743     0.60623     0.57463     0.56333     0.53853     0.56333     0.57463     0.59343     0.61743     0.63653     0.67163     0.70383     0.71563     0.71833     0.72053     0.73983     0.73983     0.73983     0.73983     0.73983     0.73983     0.75173     0.75173     0.76173     0.77453     0.77453     0.77453     0.77453     0.76173     0.76173     0.75173     0.73983     0.72053     0.71833     0.71833     0.71833     0.71833     0.72053     0.72553     0.73983     0.73983     0.75173     0.76173     0.78983     0.79123     0.80913     0.80913     0.80913     0.79123     0.79123     0.79123     0.80913     0.81893     0.82653     0.82653     0.81893     0.81893     0.80913     0.79123     0.79123     
#   215                    天峰山风电场        pdn          0.90547     0.89577     0.88157     0.88157     0.88157     0.86547     0.86547     0.86547     0.85047     0.85047     0.84327     0.83787     0.83787     0.82407     0.81687     0.80927     0.79947     0.78157     0.78157     0.78157     0.78157     0.78017     0.75207     0.75207     0.75207     0.75207     0.74207     0.73017     0.71587     0.71087     0.70867     0.70597     0.68167     0.66197     0.64677     0.62077     0.60777     0.59657     0.56497     0.55367     0.52887     0.55367     0.56497     0.58377     0.60777     0.62687     0.66197     0.69417     0.70597     0.70867     0.71087     0.73017     0.73017     0.73017     0.73017     0.73017     0.73017     0.74207     0.74207     0.75207     0.76487     0.76487     0.76487     0.76487     0.75207     0.75207     0.74207     0.73017     0.71087     0.70867     0.70867     0.70867     0.70867     0.71087     0.71587     0.73017     0.73017     0.74207     0.75207     0.78017     0.78157     0.79947     0.79947     0.79947     0.78157     0.78157     0.78157     0.79947     0.80927     0.81687     0.81687     0.80927     0.80927     0.79947     0.78157     0.78157     
